network,transport_type,stop_name,lat,lon,lines,cor_metro_bilbao,cor_metro_madrid,cor_fgc,cor_renfe_cercanias,cor_euskotren,platform_coords_by_line
Renfe Cercanías,cercanias,Lenova-Manuel,39.050073,-0.477604,C2,,,,,,"C2:[39.050073,-0.477604]"
Renfe Cercanías,cercanias/otro,Xàtiva,38.992148,-0.524540,C2,,,,,,"C2:[38.992148,-0.524540]"
Renfe Cercanías,cercanias,La Pobla Llarga,39.083339,-0.469659,C2,,,,,,"C2:[39.083339,-0.469659]"
Renfe Cercanías,cercanias,Carcaixent,39.120525,-0.454410,C2,,,,,,"C2:[39.120525,-0.454410]"
Renfe Cercanías,cercanias,Alzira,39.153149,-0.450601,C2,,,,,,"C2:[39.153149,-0.450601]"
Renfe Cercanías,cercanias,Algemesí,39.193148,-0.440920,C2,,,,,,"C2:[39.193148,-0.440920]"
Renfe Cercanías,cercanias,Benifaió,39.284303,-0.429954,C2,,,,,,"C2:[39.284303,-0.429954]"
Renfe Cercanías,cercanias,Silla,39.361955,-0.414981,C1; C2,,,,,,"C2:[39.361955,-0.414981]; C1:[39.361955,-0.414981]"
Renfe Cercanías,cercanias,Catarroja,39.400045,-0.399220,C1; C2,,,,,,"C2:[39.400045,-0.399220]; C1:[39.400045,-0.399220]"
Renfe Cercanías,cercanias,Massanassa,39.409193,-0.395307,C1; C2,,,,,,"C2:[39.409193,-0.395307]; C1:[39.409193,-0.395307]"
Renfe Cercanías,cercanias,Alfafar-Benetússer,39.422423,-0.392605,C1; C2,,,,,,"C2:[39.422423,-0.392605]; C1:[39.422423,-0.392605]"
Renfe Cercanías,cercanias,Albal,39.391843,-0.402634,C1; C2,,,,,,"C2:[39.391843,-0.402634]; C1:[39.391843,-0.402634]"
Renfe Cercanías,cercanias,València-Estació Del Nord,39.466930,-0.377224,C1; C2; C3; C5; C6,,,,,,"C2:[39.466930,-0.377224]; C6:[39.466930,-0.377224]; C3:[39.466930,-0.377224]; C5:[39.466930,-0.377224]; C1:[39.466930,-0.377224]"
Renfe Cercanías,cercanias,Roca-Cúper,39.526209,-0.323840,C6,,,,,,"C6:[39.526209,-0.323840]"
Renfe Cercanías,cercanias,València-La Font De Sant Lluís,39.441605,-0.371422,C3; C6,,,,,,"C3:[39.441605,-0.371422]; C6:[39.441605,-0.371422]"
Renfe Cercanías,cercanias,València-Cabanyal,39.470246,-0.334677,C6,,,,,,"C6:[39.470246,-0.334677]"
Renfe Cercanías,cercanias,Albuixech,39.543523,-0.320553,C6,,,,,,"C6:[39.543523,-0.320553]"
Renfe Cercanías,cercanias,Massalfassar,39.555753,-0.318306,C6,,,,,,"C6:[39.555753,-0.318306]"
Renfe Cercanías,cercanias,El Puig,39.588302,-0.311665,C6,,,,,,"C6:[39.588302,-0.311665]"
Renfe Cercanías,cercanias,Puçol,39.620537,-0.303109,C5; C6,,,,,,"C5:[39.620537,-0.303109]; C6:[39.620537,-0.303109]"
Renfe Cercanías,cercanias,Sagunt,39.675803,-0.271542,C5; C6,,,,,,"C5:[39.675803,-0.271542]; C6:[39.675803,-0.271542]"
Renfe Cercanías,cercanias,Les Valls,39.719346,-0.239760,C6,,,,,,"C6:[39.719346,-0.239760]"
Renfe Cercanías,cercanias,Almenara,39.748774,-0.218381,C6,,,,,,"C6:[39.748774,-0.218381]"
Renfe Cercanías,cercanias,La Llosa,39.767811,-0.202944,C6,,,,,,"C6:[39.767811,-0.202944]"
Renfe Cercanías,cercanias,Chilches/Xilxes,39.782673,-0.190330,C6,,,,,,"C6:[39.782673,-0.190330]"
Renfe Cercanías,cercanias,Moncofa,39.820889,-0.162696,C6,,,,,,"C6:[39.820889,-0.162696]"
Renfe Cercanías,cercanias,Nules La Villavella,39.853235,-0.152732,C6,,,,,,"C6:[39.853235,-0.152732]"
Renfe Cercanías,cercanias,Burriana-Alquerías Niño Perdido,39.896509,-0.103860,C6,,,,,,"C6:[39.896509,-0.103860]"
Renfe Cercanías,cercanias,Vila-Real,39.933093,-0.096768,C6,,,,,,"C6:[39.933093,-0.096768]"
Renfe Cercanías,cercanias,Almassora,39.954908,-0.076771,C6,,,,,,"C6:[39.954908,-0.076771]"
Renfe Cercanías,cercanias,Castelló De La Plana,39.988474,-0.052346,C6,,,,,,"C6:[39.988474,-0.052346]"
Renfe Cercanías,cercanias,Orpesa,40.092258,0.139861,C6,,,,,,"C6:[40.092258,0.139861]"
Renfe Cercanías,cercanias,Torreblanca,40.212211,0.198779,C6,,,,,,"C6:[40.212211,0.198779]"
Renfe Cercanías,cercanias,Alcalá De Chivert,40.304690,0.228717,C6,,,,,,"C6:[40.304690,0.228717]"
Renfe Cercanías,cercanias,Benicarló-Peñíscola,40.427639,0.415217,C6,,,,,,"C6:[40.427639,0.415217]"
Renfe Cercanías,cercanias,Vinaròs,40.471682,0.455727,C6,,,,,,"C6:[40.471682,0.455727]"
Renfe Cercanías,cercanias,Ulldecona-Alcanar-La Sénia,40.595927,0.449274,R16,,,,,,"R16:[40.595927,0.449274]"
Renfe Cercanías,cercanias,Benicàssim,40.057945,0.057765,C6,,,,,,"C6:[40.057945,0.057765]"
Renfe Cercanías,cercanias,Tortosa,40.807333,0.523014,R16,,,,,,"R16:[40.807333,0.523014]"
Renfe Cercanías,cercanias,Camp-Redó,40.759156,0.555844,R16,,,,,,"R16:[40.759156,0.555844]"
Renfe Cercanías,cercanias,L'aldea-Amposta-Tortosa,40.753564,0.614309,R16,,,,,,"R16:[40.753564,0.614309]"
Renfe Cercanías,cercanias,Camarles-Deltebre,40.774763,0.671761,R16,,,,,,"R16:[40.774763,0.671761]"
Renfe Cercanías,cercanias,L'ampolla-El Perelló-Deltebre,40.811990,0.708263,R16,,,,,,"R16:[40.811990,0.708263]"
Renfe Cercanías,cercanias,L'ametlla De Mar,40.886200,0.800453,R16,,,,,,"R16:[40.886200,0.800453]"
Renfe Cercanías,cercanias,Salou-Port Aventura,41.088480,1.146052,R17; RT2,,,,,,"R17:[41.088480,1.146052]; RT2:[41.088480,1.146052]"
Renfe Cercanías,cercanias,L'hospitalet De L'infant,40.999390,0.912539,R16,,,,,,"R16:[40.999390,0.912539]"
Renfe Cercanías,cercanias,Cambrils,41.081564,1.046038,R16,,,,,,"R16:[41.081564,1.046038]"
Renfe Cercanías,cercanias,Utiel,39.570774,-1.202422,C3,,,,,,"C3:[39.570774,-1.202422]"
Renfe Cercanías,cercanias,San Antonio De Requena,39.522300,-1.150367,C3,,,,,,"C3:[39.522300,-1.150367]"
Renfe Cercanías,cercanias,Requena,39.491271,-1.104658,C3,,,,,,"C3:[39.491271,-1.104658]"
Renfe Cercanías,cercanias,El Rebollar,39.477360,-1.011602,C3,,,,,,"C3:[39.477360,-1.011602]"
Renfe Cercanías,cercanias,Siete Aguas,39.457226,-0.902507,C3,,,,,,"C3:[39.457226,-0.902507]"
Renfe Cercanías,cercanias,Buñol,39.427139,-0.787364,C3,,,,,,"C3:[39.427139,-0.787364]"
Renfe Cercanías,cercanias,Chiva,39.471127,-0.722941,C3,,,,,,"C3:[39.471127,-0.722941]"
Renfe Cercanías,cercanias,Cheste,39.490903,-0.686264,C3,,,,,,"C3:[39.490903,-0.686264]"
Renfe Cercanías,cercanias,Loriguilla-Reva,39.485777,-0.567398,C3,,,,,,"C3:[39.485777,-0.567398]"
Renfe Cercanías,cercanias,Circuit Ricardo Tormo,39.495438,-0.624754,C3,,,,,,"C3:[39.495438,-0.624754]"
Renfe Cercanías,cercanias,Aldaia,39.461118,-0.463248,C3,,,,,,"C3:[39.461118,-0.463248]"
Renfe Cercanías,cercanias,València-Sant Isidre,39.450219,-0.403979,C3,,,,,,"C3:[39.450219,-0.403979]"
Renfe Cercanías,cercanias,Xirivella-Alqueries,39.462629,-0.432216,C3,,,,,,"C3:[39.462629,-0.432216]"
Renfe Cercanías,cercanias,Caudiel,39.947370,-0.572054,C5,,,,,,"C5:[39.947370,-0.572054]"
Renfe Cercanías,cercanias,Jérica-Viver,39.914978,-0.569390,C5,,,,,,"C5:[39.914978,-0.569390]"
Renfe Cercanías,cercanias,Navajas,39.874417,-0.505955,C5,,,,,,"C5:[39.874417,-0.505955]"
Renfe Cercanías,cercanias,Segorbe-Arrabal,39.854557,-0.493863,C5,,,,,,"C5:[39.854557,-0.493863]"
Renfe Cercanías,cercanias,Segorbe-Ciudad,39.847175,-0.482354,C5,,,,,,"C5:[39.847175,-0.482354]"
Renfe Cercanías,cercanias,Algimia-Ciudad,39.752993,-0.365754,C5,,,,,,"C5:[39.752993,-0.365754]"
Renfe Cercanías,cercanias,Soneja,39.812601,-0.431821,C5,,,,,,"C5:[39.812601,-0.431821]"
Renfe Cercanías,cercanias,Estivella-Albalat Dels Tarongers,39.706408,-0.348324,C5,,,,,,"C5:[39.706408,-0.348324]"
Renfe Cercanías,cercanias,Gilet,39.679398,-0.320655,C5,,,,,,"C5:[39.679398,-0.320655]"
Renfe Cercanías,cercanias,El Romaní,39.302979,-0.394235,C1,,,,,,"C1:[39.302979,-0.394235]"
Renfe Cercanías,cercanias,Sollana,39.279347,-0.379314,C1,,,,,,"C1:[39.279347,-0.379314]"
Renfe Cercanías,cercanias,Sueca,39.205847,-0.308239,C1,,,,,,"C1:[39.205847,-0.308239]"
Renfe Cercanías,cercanias,Cullera,39.177889,-0.263244,C1,,,,,,"C1:[39.177889,-0.263244]"
Renfe Cercanías,cercanias,Tavernes De La Valldigna,39.079044,-0.226297,C1,,,,,,"C1:[39.079044,-0.226297]"
Renfe Cercanías,cercanias,Xeraco,39.026149,-0.215035,C1,,,,,,"C1:[39.026149,-0.215035]"
Renfe Cercanías,cercanias,Gandia,38.970514,-0.179783,C1,,,,,,"C1:[38.970514,-0.179783]"
Renfe Cercanías,cercanias,Platja I Grau De Gandia,38.990244,-0.162434,C1,,,,,,"C1:[38.990244,-0.162434]"
Renfe Cercanías,cercanias,Vallecas,40.381961,-3.624583,C2; C7,,,,,,"C2:[40.381961,-3.624583]; C7:[40.381961,-3.624583]"
Renfe Cercanías,cercanias,Asamblea De Madrid-Entrevías,40.381862,-3.668045,C2; C7,,,,,,"C2:[40.381862,-3.668045]; C7:[40.381862,-3.668045]"
Renfe Cercanías,cercanias,El Pozo,40.376038,-3.656141,C2; C7,,,,,,"C2:[40.376038,-3.656141]; C7:[40.376038,-3.656141]"
Renfe Cercanías,cercanias,Vicálvaro,40.401252,-3.595897,C2; C7,,,,,,"C2:[40.401252,-3.595897]; C7:[40.401252,-3.595897]"
Renfe Cercanías,cercanias,San Fernando De Henares,40.442780,-3.533987,C2; C7,,,,,,"C2:[40.442780,-3.533987]; C7:[40.442780,-3.533987]"
Renfe Cercanías,cercanias,Torrejón De Ardoz,40.454789,-3.479730,C2; C7,,,,,,"C2:[40.454789,-3.479730]; C7:[40.454789,-3.479730]"
Renfe Cercanías,cercanias,Alcalá De Henares,40.489081,-3.366246,C2; C7,,,,,,"C2:[40.489081,-3.366246]; C7:[40.489081,-3.366246]"
Renfe Cercanías,cercanias,Meco,40.534673,-3.298681,C2; C7,,,,,,"C2:[40.534673,-3.298681]; C7:[40.534673,-3.298681]"
Renfe Cercanías,cercanias,Azuqueca,40.561077,-3.265397,C2; C7,,,,,,"C2:[40.561077,-3.265397]; C7:[40.561077,-3.265397]"
Renfe Cercanías,cercanias,Alcalá De Henares-Universidad,40.505430,-3.335326,C2; C7,,,,,,"C2:[40.505430,-3.335326]; C7:[40.505430,-3.335326]"
Renfe Cercanías,cercanias,Coslada,40.423237,-3.561111,C2; C7,,,,,,"C2:[40.423237,-3.561111]; C7:[40.423237,-3.561111]"
Renfe Cercanías,cercanias,Santa Eugenia,40.386955,-3.608986,C2; C7,,,,,,"C2:[40.386955,-3.608986]; C7:[40.386955,-3.608986]"
Renfe Cercanías,cercanias,La Garena,40.480545,-3.393006,C2; C7,,,,,,"C2:[40.480545,-3.393006]; C7:[40.480545,-3.393006]"
Renfe Cercanías,cercanias,Soto Del Henares,40.463964,-3.441408,C2; C7,,,,,,"C2:[40.463964,-3.441408]; C7:[40.463964,-3.441408]"
Renfe Cercanías,cercanias,Guadalajara,40.644193,-3.182260,C2; C7,,,,,,"C2:[40.644193,-3.182260]; C7:[40.644193,-3.182260]"
Renfe Cercanías,cercanias,Casetas,41.722648,-1.020192,C1,,,,,,"C1:[41.722648,-1.020192]"
Renfe Cercanías,cercanias,Utebo,41.710864,-0.998583,C1,,,,,,"C1:[41.710864,-0.998583]"
Renfe Cercanías,cercanias,Zaragoza-Portillo,41.652736,-0.895876,C1,,,,,,"C1:[41.652736,-0.895876]"
Renfe Cercanías,cercanias,Zaragoza-Goya,41.643878,-0.891257,C1,,,,,,"C1:[41.643878,-0.891257]"
Renfe Cercanías,cercanias,Zaragoza-Miraflores,41.633431,-0.868165,C1,,,,,,"C1:[41.633431,-0.868165]"
Renfe Cercanías,cercanias,Quinto,41.419528,-0.490673,R2S,,,,,,"R2S:[41.419528,-0.490673]"
Renfe Cercanías,cercanias,La Zaida-Sástago,41.320542,-0.427115,R2S,,,,,,"R2S:[41.320542,-0.427115]"
Renfe Cercanías,cercanias,La Puebla De Híjar,41.224400,-0.438595,R2S,,,,,,"R2S:[41.224400,-0.438595]"
Renfe Cercanías,cercanias,Samper,41.182183,-0.368761,R2S,,,,,,"R2S:[41.182183,-0.368761]"
Renfe Cercanías,cercanias,Caspe,41.239738,-0.042701,R15; R2S,,,,,,"R2S:[41.239738,-0.042701]; R15:[41.239738,-0.042701]"
Renfe Cercanías,cercanias,Fabara,41.234405,0.143284,R15; R2S,,,,,,"R2S:[41.234405,0.143284]; R15:[41.234405,0.143284]"
Renfe Cercanías,cercanias,Nonaspe,41.213788,0.242472,R15; R2S,,,,,,"R2S:[41.213788,0.242472]; R15:[41.213788,0.242472]"
Renfe Cercanías,cercanias,Faió-La Pobla De Massaluca,41.225056,0.351103,R15; R2S,,,,,,"R2S:[41.225056,0.351103]; R15:[41.225056,0.351103]"
Renfe Cercanías,cercanias,Riba-Roja D'ebre,41.248559,0.481032,R15; R2S,,,,,,"R15:[41.248559,0.481032]; R2S:[41.248559,0.481032]"
Renfe Cercanías,cercanias,Flix,41.229365,0.540100,R15; R2S,,,,,,"R15:[41.229365,0.540100]; R2S:[41.229365,0.540100]"
Renfe Cercanías,cercanias,Ascó,41.182373,0.569025,R15; R2S,,,,,,"R15:[41.182373,0.569025]; R2S:[41.182373,0.569025]"
Renfe Cercanías,cercanias,Móra La Nova,41.106582,0.653218,R15; R2S,,,,,,"R15:[41.106582,0.653218]; R2S:[41.106582,0.653218]"
Renfe Cercanías,cercanias,Capçanes,41.102090,0.780361,R15; R2S,,,,,,"R15:[41.102090,0.780361]; R2S:[41.102090,0.780361]"
Renfe Cercanías,cercanias,Marçà-Falset,41.130942,0.810418,R15; R2S,,,,,,"R15:[41.130942,0.810418]; R2S:[41.130942,0.810418]"
Renfe Cercanías,cercanias,Pradell,41.133359,0.858650,R15; R2S,,,,,,"R2S:[41.133359,0.858650]; R15:[41.133359,0.858650]"
Renfe Cercanías,cercanias,Duesaigües-L'argentera,41.143693,0.920871,R15; R2S,,,,,,"R2S:[41.143693,0.920871]; R15:[41.143693,0.920871]"
Renfe Cercanías,cercanias,Riudecanyes-Botarell,41.140058,0.975748,R15; R2S,,,,,,"R2S:[41.140058,0.975748]; R15:[41.140058,0.975748]"
Renfe Cercanías,cercanias,Les Borges Del Camp,41.166506,1.022132,R15; R2S,,,,,,"R15:[41.166506,1.022132]; R2S:[41.166506,1.022132]"
Renfe Cercanías,cercanias,Reus,41.160523,1.100090,R14; R15; R2S; RT1,,,,,,"RT1:[41.160523,1.100090]; R15:[41.160523,1.100090]; R14:[41.160523,1.100090]; R2S:[41.160523,1.100090]"
Renfe Cercanías,cercanias,Vila-Seca,41.112819,1.150379,R14; R15; R16; R2S; RT1,,,,,,"RT1:[41.112819,1.150379]; R15:[41.112819,1.150379]; R16:[41.112819,1.150379]; R14:[41.112819,1.150379]; R2S:[41.112819,1.150379]"
Renfe Cercanías,cercanias,Tarragona,41.111564,1.253228,R14; R15; R16; R17; R2S; RT1; RT2,,,,,,"R15:[41.111564,1.253228]; R17:[41.111564,1.253228]; RT2:[41.111564,1.253228]; R14:[41.111564,1.253228]; R2S:[41.111564,1.253228]; RT1:[41.111564,1.253228]; R16:[41.111564,1.253228]"
Renfe Cercanías,cercanias,Altafulla-Tamarit,41.136648,1.373415,R14; R15; R16; R17; R2S,,,,,,"R15:[41.136648,1.373415]; R16:[41.136648,1.373415]; R14:[41.136648,1.373415]; R17:[41.136648,1.373415]; R2S:[41.136648,1.373415]"
Renfe Cercanías,cercanias,Torredembarra,41.142792,1.405784,R14; R15; R16; R17; R2S,,,,,,"R15:[41.142792,1.405784]; R16:[41.142792,1.405784]; R14:[41.142792,1.405784]; R17:[41.142792,1.405784]; R2S:[41.142792,1.405784]"
Renfe Cercanías,cercanias,Sant Vicenç De Calders,41.186210,1.524804,R13; R14; R15; R16; R17; R2; R2S; R4,,,,,,"R15:[41.186210,1.524804]; R17:[41.186210,1.524804]; R2S:[41.186210,1.524804]; R14:[41.186210,1.524804]; R4:[41.186210,1.524804]; R2:[41.186210,1.524804]; R13:[41.186210,1.524804]; R16:[41.186210,1.524804]"
Renfe Cercanías,cercanias,Calafell,41.189670,1.575009,R2; R2S,,,,,,"R2S:[41.189670,1.575009]; R2:[41.189670,1.575009]"
Renfe Cercanías,cercanias,Segur De Calafell,41.192579,1.606436,R2; R2S,,,,,,"R2S:[41.192579,1.606436]; R2:[41.192579,1.606436]"
Renfe Cercanías,cercanias,Cunit,41.195042,1.631942,R2; R2S,,,,,,"R2S:[41.195042,1.631942]; R2:[41.195042,1.631942]"
Renfe Cercanías,cercanias,Cubelles,41.204325,1.675977,R2; R2S,,,,,,"R2S:[41.204325,1.675977]; R2:[41.204325,1.675977]"
Renfe Cercanías,cercanias,Vilanova I La Geltrú,41.220321,1.730772,R15; R16; R17; R2; R2S,,,,,,"R2:[41.220321,1.730772]; R15:[41.220321,1.730772]; R16:[41.220321,1.730772]; R17:[41.220321,1.730772]; R2S:[41.220321,1.730772]"
Renfe Cercanías,cercanias,Sitges,41.239131,1.809692,R2; R2S,,,,,,"R2S:[41.239131,1.809692]; R2:[41.239131,1.809692]"
Renfe Cercanías,cercanias,Garraf,41.254587,1.902504,R2; R2S,,,,,,"R2S:[41.254587,1.902504]; R2:[41.254587,1.902504]"
Renfe Cercanías,cercanias,Platja De Castelldefels,41.266982,1.957136,R2; R2S,,,,,,"R2S:[41.266982,1.957136]; R2:[41.266982,1.957136]"
Renfe Cercanías,cercanias,Castelldefels,41.279047,1.979151,R2; R2S,,,,,,"R2:[41.279047,1.979151]; R2S:[41.279047,1.979151]"
Renfe Cercanías,cercanias,Gavà,41.303472,2.010531,R2; R2S,,,,,,"R2:[41.303472,2.010531]; R2S:[41.303472,2.010531]"
Renfe Cercanías,cercanias,El Prat De Llobregat,41.330940,2.089345,R2; R2N; R2S,,,,,,"R2:[41.330940,2.089345]; R2N:[41.330940,2.089345]; R2S:[41.330940,2.089345]"
Renfe Cercanías,cercanias,Bellvitge-Gornal,41.354922,2.115273,R2; R2N; R2S,,,Gornal (180m),,,"R2:[41.354922,2.115273]; R2N:[41.354922,2.115273]; R2S:[41.354922,2.115273]"
Renfe Cercanías,cercanias,Viladecans,41.309509,2.027419,R2; R2S,,,,,,"R2:[41.309509,2.027419]; R2S:[41.309509,2.027419]"
Renfe Cercanías,cercanias,Barcelona-Sants,41.379863,2.141017,R1; R11; R13; R14; R15; R16; R17; R2; R2N; R2S; R4,,,,,,"R1:[41.379863,2.141017]; R15:[41.379863,2.141017]; R2N:[41.379863,2.141017]; R17:[41.379863,2.141017]; R11:[41.379863,2.141017]; R2S:[41.379863,2.141017]; R14:[41.379863,2.141017]; R4:[41.379863,2.141017]; R2:[41.379863,2.141017]; R13:[41.379863,2.141017]; R16:[41.379863,2.141017]"
Renfe Cercanías,cercanias,Barcelona-Passeig De Gràcia,41.392086,2.165339,R11; R13; R14; R15; R16; R17; R2; R2N; R2S,,,,,,"R15:[41.392086,2.165339]; R2N:[41.392086,2.165339]; R17:[41.392086,2.165339]; R11:[41.392086,2.165339]; R2S:[41.392086,2.165339]; R14:[41.392086,2.165339]; R2:[41.392086,2.165339]; R13:[41.392086,2.165339]; R16:[41.392086,2.165339]"
Renfe Cercanías,cercanias,Roda De Mar,41.186420,1.455208,R13,,,,,,"R13:[41.186420,1.455208]"
Renfe Cercanías,cercanias,El Vendrell,41.221006,1.537906,R4,,,,,,"R4:[41.221006,1.537906]"
Renfe Cercanías,cercanias,L'arboç,41.273404,1.600519,R4,,,,,,"R4:[41.273404,1.600519]"
Renfe Cercanías,cercanias,Els Monjos,41.314714,1.659884,R4,,,,,,"R4:[41.314714,1.659884]"
Renfe Cercanías,cercanias,Vilafranca Del Penedès,41.344814,1.703201,R4,,,,,,"R4:[41.344814,1.703201]"
Renfe Cercanías,cercanias,La Granada,41.370950,1.725079,R4,,,,,,"R4:[41.370950,1.725079]"
Renfe Cercanías,cercanias,Lavern-Subirats,41.395734,1.768174,R4,,,,,,"R4:[41.395734,1.768174]"
Renfe Cercanías,cercanias,Sant Sadurní D'anoia,41.420518,1.794688,R4,,,,,,"R4:[41.420518,1.794688]"
Renfe Cercanías,cercanias,Gelida,41.448541,1.865530,R4,,,,,,"R4:[41.448541,1.865530]"
Renfe Cercanías,cercanias,Martorell-Central,41.479287,1.925335,R4; R8,,,Martorell Central (3m),,,"R4:[41.479287,1.925335]; R8:[41.479287,1.925335]"
Renfe Cercanías,cercanias,Castellbisbal,41.473415,1.967570,R4; R8,,,,,,"R4:[41.473415,1.967570]; R8:[41.473415,1.967570]"
Renfe Cercanías,cercanias,El Papiol,41.435371,2.002578,R4,,,,,,"R4:[41.435371,2.002578]"
Renfe Cercanías,cercanias,Molins De Rei,41.409896,2.020773,R4,,,,,,"R4:[41.409896,2.020773]"
Renfe Cercanías,cercanias,Sant Feliu De Llobregat,41.383002,2.047920,R4,,,,,,"R4:[41.383002,2.047920]"
Renfe Cercanías,cercanias,Sant Joan Despí,41.368581,2.060208,R4,,,,,,"R4:[41.368581,2.060208]"
Renfe Cercanías,cercanias,Cornellà,41.357521,2.070549,R4,,,,,,"R4:[41.357521,2.070549]"
Renfe Cercanías,cercanias,L'hospitalet De Llobregat,41.364204,2.100917,R1; R2N; R4,,,,,,"R1:[41.364204,2.100917]; R2N:[41.364204,2.100917]; R4:[41.364204,2.100917]"
Renfe Cercanías,cercanias,El Prat Aeroport,41.304181,2.073401,R2N,,,,,,"R2N:[41.304181,2.073401]"
Renfe Cercanías,cercanias,Rubí Can Vallhonrat,41.475176,2.037079,R8,,,,,,"R8:[41.475176,2.037079]"
Renfe Cercanías,cercanias,Sant Cugat Coll Favà,41.481091,2.079679,R8,,,,,,"R8:[41.481091,2.079679]"
Renfe Cercanías,cercanias,Cerdanyola Universitat,41.496990,2.115378,R8,,,,,,"R8:[41.496990,2.115378]"
Renfe Cercanías,cercanias,Santa Perpètua De Mogoda-Riera De Caldes,41.526230,2.186339,R8,,,,,,"R8:[41.526230,2.186339]"
Renfe Cercanías,cercanias,Puigverd De Lleida-Artesa,41.553702,0.733427,R13; R14,,,,,,"R14:[41.553702,0.733427]; R13:[41.553702,0.733427]"
Renfe Cercanías,cercanias,Juneda,41.543933,0.825542,R13; R14,,,,,,"R14:[41.543933,0.825542]; R13:[41.543933,0.825542]"
Renfe Cercanías,cercanias,Les Borges Blanques,41.521397,0.877910,R13; R14,,,,,,"R14:[41.521397,0.877910]; R13:[41.521397,0.877910]"
Renfe Cercanías,cercanias,La Floresta,41.504887,0.921755,R13; R14,,,,,,"R14:[41.504887,0.921755]; R13:[41.504887,0.921755]"
Renfe Cercanías,cercanias,Vinaixa,41.425141,0.970374,R13; R14; R2S,,,,,,"R14:[41.425141,0.970374]; R2S:[41.425141,0.970374]; R13:[41.425141,0.970374]"
Renfe Cercanías,cercanias,Vimbodí I Poblet,41.402728,1.046033,R13; R14; R2S,,,,,,"R14:[41.402728,1.046033]; R2S:[41.402728,1.046033]; R13:[41.402728,1.046033]"
Renfe Cercanías,cercanias,L'espluga De Francolí,41.400662,1.103361,R13; R14; R2S,,,,,,"R14:[41.400662,1.103361]; R2S:[41.400662,1.103361]; R13:[41.400662,1.103361]"
Renfe Cercanías,cercanias,Montblanc,41.376625,1.165549,R13; R14; R2S,,,,,,"R14:[41.376625,1.165549]; R2S:[41.376625,1.165549]; R13:[41.376625,1.165549]"
Renfe Cercanías,cercanias,Vilaverd,41.337663,1.176532,R13; R14; R2S,,,,,,"R14:[41.337663,1.176532]; R2S:[41.337663,1.176532]; R13:[41.337663,1.176532]"
Renfe Cercanías,cercanias,La Riba,41.318493,1.181313,R13; R14; R2S,,,,,,"R14:[41.318493,1.181313]; R2S:[41.318493,1.181313]; R13:[41.318493,1.181313]"
Renfe Cercanías,cercanias,La Plana-Picamoixons,41.306199,1.194883,R13; R14; R2S; RT1,,,,,,"RT1:[41.306199,1.194883]; R14:[41.306199,1.194883]; R2S:[41.306199,1.194883]; R13:[41.306199,1.194883]"
Renfe Cercanías,cercanias,Alcover,41.261607,1.174160,R14; R2S; RT1,,,,,,"RT1:[41.261607,1.174160]; R14:[41.261607,1.174160]; R2S:[41.261607,1.174160]"
Renfe Cercanías,cercanias,La Selva Del Camp,41.211154,1.143960,R14; R2S; RT1,,,,,,"RT1:[41.211154,1.143960]; R14:[41.211154,1.143960]; R2S:[41.211154,1.143960]"
Renfe Cercanías,cercanias,Salomó,41.223442,1.376625,R13,,,,,,"R13:[41.223442,1.376625]"
Renfe Cercanías,cercanias,Vilabella,41.239547,1.317492,R13,,,,,,"R13:[41.239547,1.317492]"
Renfe Cercanías,cercanias,Nulles-Bràfim,41.250319,1.297503,R13,,,,,,"R13:[41.250319,1.297503]"
Renfe Cercanías,cercanias,Valls,41.289608,1.258652,R13,,,,,,"R13:[41.289608,1.258652]"
Renfe Cercanías,otro,Montcada-Ripollet,41.496802,2.181928,R3,,,,,,"R3:[41.496802,2.181928]"
Renfe Cercanías,otro,Santa Perpètua De Mogoda La Florida,41.526204,2.186234,R3,,,,,,"R3:[41.526204,2.186234]"
Renfe Cercanías,otro,Mollet-Santa Rosa,41.536662,2.206169,R3,,,,,,"R3:[41.536662,2.206169]"
Renfe Cercanías,otro,Parets Del Vallès,41.556269,2.226004,R3,,,,,,"R3:[41.556269,2.226004]"
Renfe Cercanías,otro,Granollers-Canovelles,41.611464,2.276861,R3,,,,,,"R3:[41.611464,2.276861]"
Renfe Cercanías,otro,Les Franqueses Del Vallès,41.629788,2.295165,R3,,,,,,"R3:[41.629788,2.295165]"
Renfe Cercanías,cercanias/otro,La Garriga,41.684627,2.288796,R3,,,,,,"R3:[41.684627,2.288796]"
Renfe Cercanías,cercanias,Figaró,41.721345,2.271601,R3,,,,,,"R3:[41.721345,2.271601]"
Renfe Cercanías,cercanias,Sant Martí De Centelles,41.760574,2.248905,R3,,,,,,"R3:[41.760574,2.248905]"
Renfe Cercanías,cercanias/otro,Centelles,41.799395,2.222636,R3,,,,,,"R3:[41.799395,2.222636]"
Renfe Cercanías,cercanias,Balenyà-Els Hostalets,41.814951,2.233315,R3,,,,,,"R3:[41.814951,2.233315]"
Renfe Cercanías,cercanias,Balenyà-Tona-Seva,41.841908,2.247442,R3,,,,,,"R3:[41.841908,2.247442]"
Renfe Cercanías,cercanias/otro,Vic,41.931096,2.248857,R3,,,,,,"R3:[41.931096,2.248857]"
Renfe Cercanías,cercanias,Manlleu,41.999860,2.269296,R3,,,,,,"R3:[41.999860,2.269296]"
Renfe Cercanías,cercanias,Torelló,42.052011,2.259972,R3,,,,,,"R3:[42.052011,2.259972]"
