network,transport_type,stop_name,lat,lon,lines,cor_metro_bilbao,cor_metro_madrid,cor_fgc,cor_renfe_cercanias,cor_euskotren,platform_coords_by_line
FGC,tren,Martorell Central,41.479284,1.925295,R5; R50; R53; R6; R60; R63; S4; S8,,,,Martorell-Central (3m),,"S8:[41.479284,1.925295]; R50:[41.479284,1.925295]; R6:[41.479284,1.925295]; R60:[41.479284,1.925295]; R5:[41.479284,1.925295]; S4:[41.479284,1.925295]; R53:[41.479284,1.925295]; R63:[41.479284,1.925295]"
FGC,tren,Colònia Güell,41.363863,2.031859,R53; R63; S3; S4; S8; S9,,,,,,"S4:[41.363863,2.031859]; S8:[41.363863,2.031859]; S3:[41.363863,2.031859]; S9:[41.363863,2.031859]; R53:[41.363863,2.031859]; R63:[41.363863,2.031859]"
FGC,metro/tren,Molí Nou - Ciutat Cooperativa,41.357515,2.035277,L8; R5; R53; R6; R63; S3; S4; S8; S9,,,,,,"L8:[41.357515,2.035277]; S8:[41.357515,2.035277]; R6:[41.357515,2.035277]; S3:[41.357515,2.035277]; R5:[41.357515,2.035277]; S4:[41.357515,2.035277]; S9:[41.357515,2.035277]; R53:[41.357515,2.035277]; R63:[41.357515,2.035277]"
FGC,tren,Santa Coloma de Cervelló,41.370648,2.023520,R53; R6; R60; R63; S3; S4; S8; S9,,,,,,"S8:[41.370648,2.023520]; R6:[41.370648,2.023520]; R60:[41.370648,2.023520]; S3:[41.370648,2.023520]; S4:[41.370648,2.023520]; S9:[41.370648,2.023520]; R53:[41.370648,2.023520]; R63:[41.370648,2.023520]"
FGC,tren,Sant Vicenç dels Horts,41.388108,2.012399,R5; R50; R53; R6; R60; R63; S3; S4; S8; S9,,,,,,"S8:[41.388108,2.012399]; R50:[41.388108,2.012399]; R6:[41.388108,2.012399]; R60:[41.388108,2.012399]; S3:[41.388108,2.012399]; R5:[41.388108,2.012399]; S4:[41.388108,2.012399]; S9:[41.388108,2.012399]; R53:[41.388108,2.012399]; R63:[41.388108,2.012399]"
FGC,tren,Can Ros,41.398821,2.005346,R5; R53; R6; R63; S3; S4; S8; S9,,,,,,"S8:[41.398821,2.005346]; R6:[41.398821,2.005346]; S3:[41.398821,2.005346]; R5:[41.398821,2.005346]; S4:[41.398821,2.005346]; S9:[41.398821,2.005346]; R53:[41.398821,2.005346]; R63:[41.398821,2.005346]"
FGC,tren,Quatre Camins,41.406292,2.001715,R5; R53; R6; R63; S4; S8; S9,,,,,,"S4:[41.406292,2.001715]; S8:[41.406292,2.001715]; R5:[41.406292,2.001715]; R6:[41.406292,2.001715]; R53:[41.406292,2.001715]; R63:[41.406292,2.001715]; S9:[41.406292,2.001715]"
FGC,tren,Pallejà,41.420787,1.995678,R5; R50; R53; R6; R63; S4; S8,,,,,,"S8:[41.420787,1.995678]; R50:[41.420787,1.995678]; R6:[41.420787,1.995678]; R5:[41.420787,1.995678]; S4:[41.420787,1.995678]; R53:[41.420787,1.995678]; R63:[41.420787,1.995678]"
FGC,tren,Sant Andreu de la Barca,41.446480,1.973674,R5; R50; R53; R6; R60; R63; S4; S8,,,,,,"S8:[41.446480,1.973674]; R50:[41.446480,1.973674]; R6:[41.446480,1.973674]; R60:[41.446480,1.973674]; R5:[41.446480,1.973674]; S4:[41.446480,1.973674]; R53:[41.446480,1.973674]; R63:[41.446480,1.973674]"
FGC,tren,El Palau,41.455881,1.962295,R5; R53; R6; R63; S4; S8,,,,,,"S4:[41.455881,1.962295]; S8:[41.455881,1.962295]; R5:[41.455881,1.962295]; R6:[41.455881,1.962295]; R53:[41.455881,1.962295]; R63:[41.455881,1.962295]"
FGC,tren,Martorell Vila,41.475871,1.938957,R53; R63; S4; S8,,,,,,"S4:[41.475871,1.938957]; S8:[41.475871,1.938957]; R63:[41.475871,1.938957]; R53:[41.475871,1.938957]"
FGC,tren,Martorell Enllaç,41.483969,1.918678,R5; R53; R6; R63; S4; S8,,,,,,"S4:[41.483969,1.918678]; S8:[41.483969,1.918678]; R5:[41.483969,1.918678]; R6:[41.483969,1.918678]; R53:[41.483969,1.918678]; R63:[41.483969,1.918678]"
FGC,tren,Abrera,41.522561,1.906805,R5; R50; R53; S4,,,,,,"S4:[41.522561,1.906805]; R50:[41.522561,1.906805]; R5:[41.522561,1.906805]; R53:[41.522561,1.906805]"
FGC,tren,Olesa de Montserrat,41.541059,1.888619,R5; R50; R53; S4,,,,,,"R50:[41.541059,1.888619]; R5:[41.541059,1.888619]; R53:[41.541059,1.888619]; S4:[41.541059,1.888619]"
FGC,tren,Montserrat-Aeri,41.591198,1.853362,R5; R53,,,,,,"R53:[41.591198,1.853362]; R5:[41.591198,1.853362]"
FGC,funicular/tren,Monistrol de Montserrat,41.610360,1.849194,MM; R5; R50; R53,,,,,,"R53:[41.610360,1.849194]; R50:[41.610360,1.849194]; R5:[41.610360,1.849194]; MM:[41.610360,1.849194]"
FGC,tren,Castellbell i El Vilar,41.640517,1.854794,R5; R53,,,,,,"R53:[41.640517,1.854794]; R5:[41.640517,1.854794]"
FGC,tren,Sant Vicenç-Castellgalí,41.667910,1.859606,R5; R50; R53,,,,Sant Vicenç De Castellet (272m),,"R50:[41.667910,1.859606]; R5:[41.667910,1.859606]; R53:[41.667910,1.859606]"
FGC,tren,Manresa Viladordis,41.724370,1.833986,R5; R50; R53,,,,,,"R53:[41.724370,1.833986]; R50:[41.724370,1.833986]; R5:[41.724370,1.833986]"
FGC,tren,Manresa-Alta,41.732240,1.832986,R5; R50; R53,,,,,,"R50:[41.732240,1.832986]; R5:[41.732240,1.832986]; R53:[41.732240,1.832986]"
FGC,tren,Manresa-Baixador,41.731457,1.827904,R5; R50; R53,,,,,,"R53:[41.731457,1.827904]; R50:[41.731457,1.827904]; R5:[41.731457,1.827904]"
FGC,tren,Sant Esteve Sesrovires,41.497676,1.872444,R6; R60; R63,,,,,,"R60:[41.497676,1.872444]; R6:[41.497676,1.872444]; R63:[41.497676,1.872444]"
FGC,tren,La Beguda,41.501764,1.838789,R6; R63,,,,,,"R63:[41.501764,1.838789]; R6:[41.501764,1.838789]"
FGC,tren,Can Parellada,41.502224,1.830813,R6; R63,,,,,,"R63:[41.502224,1.830813]; R6:[41.502224,1.830813]"
FGC,tren,Masquefa,41.502884,1.812625,R6; R60; R63,,,,,,"R60:[41.502884,1.812625]; R6:[41.502884,1.812625]; R63:[41.502884,1.812625]"
FGC,tren,Piera,41.525913,1.754504,R6; R60; R63,,,,,,"R60:[41.525913,1.754504]; R6:[41.525913,1.754504]; R63:[41.525913,1.754504]"
FGC,tren,Vallbona d'Anoia,41.520260,1.709011,R6; R60; R63,,,,,,"R63:[41.520260,1.709011]; R60:[41.520260,1.709011]; R6:[41.520260,1.709011]"
FGC,tren,Capellades,41.521535,1.695131,R6; R60; R63,,,,,,"R63:[41.521535,1.695131]; R60:[41.521535,1.695131]; R6:[41.521535,1.695131]"
FGC,tren,La Pobla de Claramunt,41.554611,1.677906,R6; R60; R63,,,,,,"R63:[41.554611,1.677906]; R60:[41.554611,1.677906]; R6:[41.554611,1.677906]"
FGC,tren,Vilanova del Camí,41.573315,1.642009,R6; R60; R63,,,,,,"R60:[41.573315,1.642009]; R6:[41.573315,1.642009]; R63:[41.573315,1.642009]"
FGC,tren,Igualada,41.578027,1.629951,R6; R60; R63,,,,,,"R63:[41.578027,1.629951]; R60:[41.578027,1.629951]; R6:[41.578027,1.629951]"
FGC,funicular,Monistrol-Vila,41.615628,1.843723,MM,,,,,,"MM:[41.615628,1.843723]"
FGC,funicular,Montserrat,41.592254,1.836498,MM,,,,,,"MM:[41.592254,1.836498]"
FGC,tren,Lleida,41.620098,0.633672,RL1; RL2,,,,Lleida-Pirineus (3m),,"RL1:[41.620098,0.633672]; RL2:[41.620098,0.633672]"
FGC,tren,Alcoletge,41.654738,0.686458,RL1; RL2,,,,,,"RL1:[41.654738,0.686458]; RL2:[41.654738,0.686458]"
FGC,tren,Vilanova de la Barca,41.687347,0.727903,RL1; RL2,,,,,,"RL1:[41.687347,0.727903]; RL2:[41.687347,0.727903]"
FGC,tren,Térmens,41.717644,0.764899,RL1; RL2,,,,,,"RL1:[41.717644,0.764899]; RL2:[41.717644,0.764899]"
FGC,tren,Vallfogona de Balaguer,41.755094,0.805247,RL1; RL2,,,,,,"RL1:[41.755094,0.805247]; RL2:[41.755094,0.805247]"
FGC,tren,Balaguer,41.789215,0.814761,RL1; RL2,,,,,,"RL1:[41.789215,0.814761]; RL2:[41.789215,0.814761]"
FGC,tren,Gerb,41.823301,0.812079,RL2,,,,,,"RL2:[41.823301,0.812079]"
FGC,tren,St. Llorenç de Montgai,41.866379,0.832571,RL2,,,,,,"RL2:[41.866379,0.832571]"
FGC,tren,Vilanova de la Sal,41.912070,0.830401,RL2,,,,,,"RL2:[41.912070,0.830401]"
FGC,tren,Santa Linya,41.931560,0.852312,RL2,,,,,,"RL2:[41.931560,0.852312]"
FGC,tren,Àger,42.006741,0.851596,RL2,,,,,,"RL2:[42.006741,0.851596]"
FGC,tren,Cellers-Llimiana,42.058631,0.882707,RL2,,,,,,"RL2:[42.058631,0.882707]"
FGC,tren,Guardia de Tremp,42.101399,0.888090,RL2,,,,,,"RL2:[42.101399,0.888090]"
FGC,tren,Palau de Noguera,42.147002,0.892435,RL2,,,,,,"RL2:[42.147002,0.892435]"
FGC,tren,Tremp,42.167348,0.891057,RL2,,,,,,"RL2:[42.167348,0.891057]"
FGC,tren,Salàs de Pallars,42.206835,0.940463,RL2,,,,,,"RL2:[42.206835,0.940463]"
FGC,tren,La Pobla de Segur,42.239877,0.965917,RL2,,,,,,"RL2:[42.239877,0.965917]"
FGC,funicular,Vallvidrera Inferior,41.409328,2.111263,FV,,,,,,"FV:[41.409328,2.111263]"
FGC,tren,Can Feu - Gràcia,41.542523,2.100464,S2,,,,,,"S2:[41.542523,2.100464]"
FGC,tren,Sabadell Plaça Major,41.547420,2.108881,S2,,,,,,"S2:[41.547420,2.108881]"
FGC,tren,La Creu Alta,41.554954,2.100385,S2,,,,,,"S2:[41.554954,2.100385]"
FGC,tren,Sabadell Nord,41.561225,2.096657,S2,,,,Sabadell Nord (90m),,"S2:[41.561225,2.096657]"
FGC,tren,Sabadell Parc del Nord,41.571291,2.089499,S2,,,,,,"S2:[41.571291,2.089499]"
FGC,tren,Polígon industrial del Segre,41.622808,0.652806,RL1; RL2,,,,,,"RL1:[41.622808,0.652806]; RL2:[41.622808,0.652806]"
Renfe Cercanías,cercanias,Zaragoza Delicias,41.658658,-0.911269,C1,,,,,,"C1:[41.658658,-0.911269]"
Renfe Cercanías,cercanias,Tremañes Carreño,43.528552,-5.694884,C4,,,,,,"C4:[43.528552,-5.694884]"
Renfe Cercanías,cercanias,Centro De Transportes,43.531129,-5.706716,C4,,,,,,"C4:[43.531129,-5.706716]"
Renfe Cercanías,cercanias,Aboño Apeadero,43.555049,-5.723604,C4,,,,,,"C4:[43.555049,-5.723604]"
Renfe Cercanías,cercanias,Xivares,43.565939,-5.728746,C4,,,,,,"C4:[43.565939,-5.728746]"
Renfe Cercanías,cercanias,Perlora,43.580863,-5.754105,C4,,,,,,"C4:[43.580863,-5.754105]"
Renfe Cercanías,cercanias,Candás-Apeadero,43.586538,-5.767971,C4,,,,,,"C4:[43.586538,-5.767971]"
Renfe Cercanías,cercanias,Candás,43.584711,-5.772690,C4,,,,,,"C4:[43.584711,-5.772690]"
Renfe Cercanías,cercanias,Regueral,43.580502,-5.797616,C4,,,,,,"C4:[43.580502,-5.797616]"
Renfe Cercanías,cercanias,Zanzabornín,43.568927,-5.825312,C4,,,,,,"C4:[43.568927,-5.825312]"
Renfe Cercanías,cercanias,Gudín Laminación,43.552293,-5.865392,C4,,,,,,"C4:[43.552293,-5.865392]"
Renfe Cercanías,cercanias,Trasona,43.551769,-5.874175,C4,,,,,,"C4:[43.551769,-5.874175]"
Renfe Cercanías,cercanias,Llaranes,43.554337,-5.896557,C4,,,,,,"C4:[43.554337,-5.896557]"
Renfe Cercanías,cercanias,Cristalería,43.575568,-5.929241,C4,,,,,,"C4:[43.575568,-5.929241]"
Renfe Cercanías,cercanias,Avilés-Apeadero,43.554634,-5.917442,C4,,,,,,"C4:[43.554634,-5.917442]"
Renfe Cercanías,cercanias,Raíces,43.576349,-5.939913,C4,,,,,,"C4:[43.576349,-5.939913]"
Renfe Cercanías,cercanias,Salinas,43.570391,-5.956626,C4,,,,,,"C4:[43.570391,-5.956626]"
Renfe Cercanías,cercanias,Piedras Blancas,43.556557,-5.975552,C4,,,,,,"C4:[43.556557,-5.975552]"
Renfe Cercanías,cercanias,Vegarrozadas,43.551161,-5.995514,C4,,,,,,"C4:[43.551161,-5.995514]"
Renfe Cercanías,cercanias,Santiago Del Monte,43.540924,-6.027971,C4,,,,,,"C4:[43.540924,-6.027971]"
Renfe Cercanías,cercanias,El Parador,43.535141,-6.070591,C4,,,,,,"C4:[43.535141,-6.070591]"
Renfe Cercanías,cercanias,Soto Del Barco,43.529056,-6.071293,C4,,,,,,"C4:[43.529056,-6.071293]"
Renfe Cercanías,cercanias,Riberas,43.502740,-6.074305,C4,,,,,,"C4:[43.502740,-6.074305]"
Renfe Cercanías,cercanias,Peñaullán,43.491170,-6.093964,C4,,,,,,"C4:[43.491170,-6.093964]"
Renfe Cercanías,cercanias,Santianes,43.503799,-6.091839,C4,,,,,,"C4:[43.503799,-6.091839]"
Renfe Cercanías,cercanias,Los Cabos,43.512415,-6.097475,C4,,,,,,"C4:[43.512415,-6.097475]"
Renfe Cercanías,cercanias,Muros Del Nalón,43.542973,-6.111072,C4; C7,,,,,,"C4:[43.542973,-6.111072]; C7:[43.542973,-6.111072]"
Renfe Cercanías,cercanias,El Pito Piñera,43.546909,-6.143342,C4,,,,,,"C4:[43.546909,-6.143342]"
Renfe Cercanías,cercanias,Cudillero,43.550926,-6.151930,C4; C7,,,,,,"C4:[43.550926,-6.151930]; C7:[43.550926,-6.151930]"
Renfe Cercanías,cercanias,Vallobín,43.365231,-5.864798,C7,,,,,,"C7:[43.365231,-5.864798]"
Renfe Cercanías,cercanias,Argañosa-Lavapiés,43.365831,-5.870018,C7,,,,,,"C7:[43.365831,-5.870018]"
Renfe Cercanías,cercanias,Las Campas,43.363889,-5.883373,C7,,,,,,"C7:[43.363889,-5.883373]"
Renfe Cercanías,cercanias,Las Mazas,43.358719,-5.897557,C7,,,,,,"C7:[43.358719,-5.897557]"
Renfe Cercanías,cercanias,San Claudio,43.355353,-5.917809,C7,,,,,,"C7:[43.355353,-5.917809]"
Renfe Cercanías,cercanias,San Pedro De Nora,43.368748,-5.958595,C7,,,,,,"C7:[43.368748,-5.958595]"
Renfe Cercanías,cercanias,Soto Udrión,43.356436,-5.965016,C7,,,,,,"C7:[43.356436,-5.965016]"
Renfe Cercanías,cercanias,Trubia,43.348570,-5.967776,C7,,,,,,"C7:[43.348570,-5.967776]"
Renfe Cercanías,cercanias,Santa María De Grado,43.384227,-5.982708,C7,,,,,,"C7:[43.384227,-5.982708]"
Renfe Cercanías,cercanias,Vega De Anzo,43.389330,-6.005683,C7,,,,,,"C7:[43.389330,-6.005683]"
Renfe Cercanías,cercanias,Peñaflor De Grado,43.402927,-6.045392,C7,,,,,,"C7:[43.402927,-6.045392]"
Renfe Cercanías,cercanias,Grado,43.394542,-6.063725,C7,,,,,,"C7:[43.394542,-6.063725]"
Renfe Cercanías,cercanias,Sandiche,43.425623,-6.059934,C7,,,,,,"C7:[43.425623,-6.059934]"
Renfe Cercanías,cercanias,Aces,43.439914,-6.065798,C7,,,,,,"C7:[43.439914,-6.065798]"
Renfe Cercanías,cercanias,San Román,43.448884,-6.077164,C7,,,,,,"C7:[43.448884,-6.077164]"
Renfe Cercanías,cercanias,Beifar,43.470138,-6.098871,C7,,,,,,"C7:[43.470138,-6.098871]"
Renfe Cercanías,cercanias,Pravia,43.490898,-6.110537,C4; C7,,,,,,"C7:[43.490898,-6.110537]; C4:[43.490898,-6.110537]"
Renfe Cercanías,cercanias,San Ranón,43.516455,-6.082031,C7,,,,,,"C7:[43.516455,-6.082031]"
Renfe Cercanías,cercanias,San Esteban,43.552094,-6.087239,C7,,,,,,"C7:[43.552094,-6.087239]"
Renfe Cercanías,cercanias,Baiña,43.274472,-5.828290,C8,,,,,,"C8:[43.274472,-5.828290]"
Renfe Cercanías,cercanias,Mieres Vasco,43.250297,-5.780111,C8,,,,,,"C8:[43.250297,-5.780111]"
Renfe Cercanías,cercanias,Caudalia,43.228215,-5.782774,C8,,,,,,"C8:[43.228215,-5.782774]"
Renfe Cercanías,cercanias,Figaredo,43.213840,-5.784036,C8,,,,,,"C8:[43.213840,-5.784036]"
Renfe Cercanías,cercanias,Ujo Taruelo,43.200623,-5.787861,C8,,,,,,"C8:[43.200623,-5.787861]"
Renfe Cercanías,cercanias,Santa Cruz,43.195970,-5.777545,C8,,,,,,"C8:[43.195970,-5.777545]"
Renfe Cercanías,cercanias,Caborana,43.176117,-5.754863,C8,,,,,,"C8:[43.176117,-5.754863]"
Renfe Cercanías,cercanias,Moreda De Aller,43.170792,-5.741962,C8,,,,,,"C8:[43.170792,-5.741962]"
Renfe Cercanías,cercanias,San Antonio,43.168851,-5.696707,C8,,,,,,"C8:[43.168851,-5.696707]"
Renfe Cercanías,cercanias,Oyanco,43.166553,-5.722151,C8,,,,,,"C8:[43.166553,-5.722151]"
Renfe Cercanías,cercanias,Corigos,43.164287,-5.676651,C8,,,,,,"C8:[43.164287,-5.676651]"
Renfe Cercanías,cercanias,Piñeres,43.165973,-5.684254,C8,,,,,,"C8:[43.165973,-5.684254]"
Renfe Cercanías,cercanias,Santa Ana-Soto,43.164780,-5.646100,C8,,,,,,"C8:[43.164780,-5.646100]"
Renfe Cercanías,cercanias,Cabañaquinta,43.160770,-5.624899,C8,,,,,,"C8:[43.160770,-5.624899]"
Renfe Cercanías,cercanias,Levinco,43.151108,-5.600294,C8,,,,,,"C8:[43.151108,-5.600294]"
Renfe Cercanías,cercanias,Collanzo,43.124100,-5.566154,C8,,,,,,"C8:[43.124100,-5.566154]"
Renfe Cercanías,cercanias,Tremañes-Langreo,43.528544,-5.694868,C5,,,,,,"C5:[43.528544,-5.694868]"
Renfe Cercanías,cercanias,Sotiello,43.507239,-5.726542,C5,,,,,,"C5:[43.507239,-5.726542]"
Renfe Cercanías,cercanias,Pinzales,43.486541,-5.719704,C5,,,,,,"C5:[43.486541,-5.719704]"
Renfe Cercanías,cercanias,Aguda,43.465520,-5.726021,C5,,,,,,"C5:[43.465520,-5.726021]"
Renfe Cercanías,cercanias,Xixún,43.371452,-5.693868,C5,,,,,,"C5:[43.371452,-5.693868]"
Renfe Cercanías,cercanias,La Florida,43.434759,-5.709927,C5,,,,,,"C5:[43.434759,-5.709927]"
Renfe Cercanías,cercanias,Puente Buracos,43.448048,-5.717266,C5,,,,,,"C5:[43.448048,-5.717266]"
Renfe Cercanías,cercanias,Noreña,43.393978,-5.703627,C5; C5A,,,,,,"C5A:[43.393978,-5.703627]; C5:[43.393978,-5.703627]"
Renfe Cercanías,cercanias,Bendición,43.363475,-5.680585,C5,,,,,,"C5:[43.363475,-5.680585]"
Renfe Cercanías,cercanias,Valdesoto,43.358350,-5.658147,C5,,,,,,"C5:[43.358350,-5.658147]"
Renfe Cercanías,cercanias,Carbayín,43.350721,-5.634335,C5,,,,,,"C5:[43.350721,-5.634335]"
Renfe Cercanías,cercanias,Curuxona,43.339815,-5.630476,C5,,,,,,"C5:[43.339815,-5.630476]"
Renfe Cercanías,cercanias,Tuilla,43.328151,-5.643078,C5,,,,,,"C5:[43.328151,-5.643078]"
Renfe Cercanías,cercanias,La Felguera N. Langreo-N. Llangréu,43.305459,-5.688896,C5,,,,,,"C5:[43.305459,-5.688896]"
Renfe Cercanías,cercanias,Sama Los Llerones,43.296706,-5.680359,C5,,,,,,"C5:[43.296706,-5.680359]"
Renfe Cercanías,cercanias,Ciaño Escobio,43.290724,-5.667900,C5,,,,,,"C5:[43.290724,-5.667900]"
Renfe Cercanías,cercanias,San Vicente,43.289142,-5.652933,C5,,,,,,"C5:[43.289142,-5.652933]"
Renfe Cercanías,cercanias,El Entrego La Oscura,43.289510,-5.640810,C5,,,,,,"C5:[43.289510,-5.640810]"
Renfe Cercanías,cercanias,Carrocera,43.287734,-5.626377,C5,,,,,,"C5:[43.287734,-5.626377]"
Renfe Cercanías,cercanias,San Martín,43.278376,-5.615292,C5,,,,,,"C5:[43.278376,-5.615292]"
Renfe Cercanías,cercanias,Sotrondio,43.275925,-5.604890,C5,,,,,,"C5:[43.275925,-5.604890]"
Renfe Cercanías,cercanias,Blimea,43.270881,-5.590331,C5,,,,,,"C5:[43.270881,-5.590331]"
Renfe Cercanías,cercanias,Barredos,43.259889,-5.574993,C5,,,,,,"C5:[43.259889,-5.574993]"
Renfe Cercanías,cercanias,Laviana,43.250816,-5.564669,C5,,,,,,"C5:[43.250816,-5.564669]"
Renfe Cercanías,cercanias,Bilbao La Concordia,43.260190,-2.926384,C4,Abando (167m),,,,Abando (98m); Arriaga (129m),"C4:[43.260190,-2.926384]"
Renfe Cercanías,cercanias,Basurto Hospital,43.259770,-2.953827,C4,,,,,Hospital/Ospitalea (209m),"C4:[43.259770,-2.953827]"
Renfe Cercanías,cercanias,Zorrotza Zorrozgoiti,43.274040,-2.974012,C4,,,,,,"C4:[43.274040,-2.974012]"
Renfe Cercanías,cercanias,Santa águeda,43.261857,-2.973022,C4,,,,,,"C4:[43.261857,-2.973022]"
Renfe Cercanías,cercanias,Kastrexana,43.255476,-2.972145,C4,,,,,,"C4:[43.255476,-2.972145]"
Renfe Cercanías,cercanias,Irauregui,43.248418,-2.990073,C4,,,,,,"C4:[43.248418,-2.990073]"
Renfe Cercanías,cercanias,Zaramillo,43.233289,-3.015904,C4,,,,,,"C4:[43.233289,-3.015904]"
Renfe Cercanías,cercanias,La Quadra,43.222723,-3.024985,C4,,,,,,"C4:[43.222723,-3.024985]"
Renfe Cercanías,cercanias,Sodupe,43.202030,-3.050517,C4,,,,,,"C4:[43.202030,-3.050517]"
Renfe Cercanías,cercanias,Artxube,43.200993,-3.071503,C4,,,,,,"C4:[43.200993,-3.071503]"
Renfe Cercanías,cercanias,Lambarri,43.206073,-3.082511,C4,,,,,,"C4:[43.206073,-3.082511]"
Renfe Cercanías,cercanias,Güeñes,43.209028,-3.095211,C4,,,,,,"C4:[43.209028,-3.095211]"
Renfe Cercanías,cercanias,Aranguren,43.210456,-3.108399,C4,,,,,,"C4:[43.210456,-3.108399]"
Renfe Cercanías,cercanias,Aranguren-Apeadero,43.210352,-3.114050,C4,,,,,,"C4:[43.210352,-3.114050]"
Renfe Cercanías,cercanias,Zalla,43.212910,-3.133337,C4,,,,,,"C4:[43.212910,-3.133337]"
Renfe Cercanías,cercanias,Colegio,43.211267,-3.138141,C4,,,,,,"C4:[43.211267,-3.138141]"
Renfe Cercanías,cercanias,Ibarra,43.203959,-3.144839,C4,,,,,,"C4:[43.203959,-3.144839]"
Renfe Cercanías,cercanias,La Herrera,43.203452,-3.170569,C4,,,,,,"C4:[43.203452,-3.170569]"
Renfe Cercanías,cercanias,Balmaseda,43.196355,-3.189956,C4,,,,,,"C4:[43.196355,-3.189956]"
Renfe Cercanías,cercanias,Mimetiz,43.213263,-3.135277,C4,,,,,,"C4:[43.213263,-3.135277]"
Renfe Cercanías,cercanias,La Calzada,43.190115,-3.197406,C4,,,,,,"C4:[43.190115,-3.197406]"
Renfe Cercanías,cercanias,Traslaviña,43.233290,-3.198304,C4,,,,,,"C4:[43.233290,-3.198304]"
Renfe Cercanías,cercanias,Artzentales,43.250000,-3.220000,C4,,,,,,"C4:[43.250000,-3.220000]"
Renfe Cercanías,cercanias,Villaverde De Trucios,43.241280,-3.250540,C4,,,,,,"C4:[43.241280,-3.250540]"
Renfe Cercanías,cercanias,Karrantza,43.238854,-3.357827,C4,,,,,,"C4:[43.238854,-3.357827]"
Renfe Cercanías,cercanias,Parque Principado,43.386586,-5.808797,C5A; C6,,,,,,"C5A:[43.386586,-5.808797]; C6:[43.386586,-5.808797]"
Renfe Cercanías,cercanias,Colloto,43.379509,-5.792366,C5A; C6,,,,,,"C5A:[43.379509,-5.792366]; C6:[43.379509,-5.792366]"
Renfe Cercanías,cercanias,Meres,43.380989,-5.748721,C6,,,,,,"C6:[43.380989,-5.748721]"
Renfe Cercanías,cercanias,Fonciello,43.381778,-5.729719,C6,,,,,,"C6:[43.381778,-5.729719]"
Renfe Cercanías,cercanias,El Berrón,43.382738,-5.702677,C5; C5A; C6,,,,,,"C6:[43.382738,-5.702677]; C5A:[43.382738,-5.702677]; C5:[43.382738,-5.702677]"
Renfe Cercanías,cercanias,La Carrera De Siero,43.386921,-5.675346,C6,,,,,,"C6:[43.386921,-5.675346]"
Renfe Cercanías,cercanias,Pola De Siero,43.388153,-5.664772,C6,,,,,,"C6:[43.388153,-5.664772]"
Renfe Cercanías,cercanias,Los Corros,43.376843,-5.601377,C6,,,,,,"C6:[43.376843,-5.601377]"
Renfe Cercanías,cercanias,Lieres,43.380583,-5.582623,C6,,,,,,"C6:[43.380583,-5.582623]"
Renfe Cercanías,cercanias,El Remedio,43.375079,-5.546239,C6,,,,,,"C6:[43.375079,-5.546239]"
Renfe Cercanías,cercanias,Llames,43.368780,-5.525240,C6,,,,,,"C6:[43.368780,-5.525240]"
Renfe Cercanías,cercanias,Nava,43.361188,-5.509099,C6,,,,,,"C6:[43.361188,-5.509099]"
Renfe Cercanías,cercanias,Fuente Santa De Nava,43.355570,-5.478379,C6,,,,,,"C6:[43.355570,-5.478379]"
Renfe Cercanías,cercanias,Ceceda,43.356223,-5.451109,C6,,,,,,"C6:[43.356223,-5.451109]"
Renfe Cercanías,cercanias,Carancos,43.355569,-5.434442,C6,,,,,,"C6:[43.355569,-5.434442]"
Renfe Cercanías,cercanias,Pintueles,43.359923,-5.384132,C6,,,,,,"C6:[43.359923,-5.384132]"
Renfe Cercanías,cercanias,Infiesto,43.351787,-5.369202,C6,,,,,,"C6:[43.351787,-5.369202]"
Renfe Cercanías,cercanias,Infiesto Apeadero,43.344041,-5.360641,C6,,,,,,"C6:[43.344041,-5.360641]"
Renfe Cercanías,cercanias,Valdecilla La Marga,43.452947,-3.828241,C2; C3,,,,,,"C3:[43.452947,-3.828241]; C2:[43.452947,-3.828241]"
Renfe Cercanías,cercanias,Cazoña,43.455154,-3.841164,C2,,,,,,"C2:[43.455154,-3.841164]"
Renfe Cercanías,cercanias,Adarzo,43.453472,-3.855904,C2,,,,,,"C2:[43.453472,-3.855904]"
Renfe Cercanías,cercanias,Bezana,43.440855,-3.899592,C2,,,,,,"C2:[43.440855,-3.899592]"
Renfe Cercanías,cercanias,Mortera,43.435234,-3.918253,C2,,,,,,"C2:[43.435234,-3.918253]"
Renfe Cercanías,cercanias,Boo De Piélagos,43.431656,-3.946311,C2,,,,,,"C2:[43.431656,-3.946311]"
Renfe Cercanías,cercanias,Mogro,43.424893,-3.960516,C2,,,,,,"C2:[43.424893,-3.960516]"
Renfe Cercanías,cercanias,Gornazo,43.409703,-3.988603,C2,,,,,,"C2:[43.409703,-3.988603]"
Renfe Cercanías,cercanias,Mar,43.398406,-4.010006,C2,,,,,,"C2:[43.398406,-4.010006]"
Renfe Cercanías,cercanias,Requejada,43.391418,-4.028025,C2,,,,,,"C2:[43.391418,-4.028025]"
Renfe Cercanías,cercanias,Barreda,43.374283,-4.041897,C2,,,,,,"C2:[43.374283,-4.041897]"
Renfe Cercanías,cercanias,Altamira,43.351920,-4.056970,C2,,,,,,"C2:[43.351920,-4.056970]"
Renfe Cercanías,cercanias,Torrelavega-Centro,43.351001,-4.051179,C2,,,,,,"C2:[43.351001,-4.051179]"
